date,name,category,value
2022-03-23,War in Ukraine,hashtag,2
2022-03-22,Yoon-hoo,hashtag,2
2022-03-22,You know more,hashtag,2
2022-03-23,Wali,hashtag,2
2022-03-23,Украи,hashtag,2
2022-03-22,Drugwar,hashtag,2
2022-03-23,Drone,hashtag,2
2022-03-22,Yershov,hashtag,2
2022-03-23,Westanlove,hashtag,2
2022-03-22,X1futsal,hashtag,2
2022-03-22,Demonstrations,hashtag,2
2022-03-22,Denazification,hashtag,2
2022-03-22,Deputinization,hashtag,2
2022-03-22,Digitalart,hashtag,2
2022-03-23,Digitalid,hashtag,2
2022-03-23,Diia,hashtag,2
2022-03-23,Diplomacy,hashtag,2
2022-03-22,Disastrous,hashtag,2
2022-03-22,Disinformation,hashtag,2
2022-03-22,Womenwhocode,hashtag,2
2022-03-23,Dollars,hashtag,2
2022-03-23,With you,hashtag,2
2022-03-22,Whitelist,hashtag,2
2022-03-23,Doomsec,hashtag,2
2022-03-23,Westanpeace,hashtag,2
2022-03-22,Draghistan,hashtag,2
2022-03-22,Yemenunderattack,hashtag,2
2022-03-22,Draghivattenesubio,hashtag,2
2022-03-22,Votebluetosaveamerica,hashtag,2
2022-03-22,Vatican,hashtag,2
2022-03-22,Eudefence,hashtag,2
2022-03-23,Ukraineunderattack,hashtag,2
2022-03-23,Ukrainesymposium,hashtag,2
2022-03-22,Ukrainestands,hashtag,2
2022-03-22,Zazi,hashtag,2
2022-03-23,Freshresists,hashtag,2
2022-03-22,Frozen,hashtag,2
2022-03-22,Sunnews,hashtag,2
2022-03-22,Fsois,hashtag,2
2022-03-22,Fuckz,hashtag,2
2022-03-22,Fukuyama,hashtag,2
2022-03-23,Zelenksy,hashtag,2
2022-03-22,Gamedev,hashtag,2
2022-03-22,Gas,hashtag,2
2022-03-22,Нет_войне,hashtag,2
2022-03-22,Zelenskyj,hashtag,2
2022-03-23,Ukraineinvasion,hashtag,2
2022-03-22,Genocideofukrainians,hashtag,2
2022-03-23,Ukrainefightsforfreedom,hashtag,2
2022-03-22,Ukraine crisis,hashtag,2
2022-03-22,Giantslayers,hashtag,2
2022-03-22,Freedom,hashtag,2
2022-03-22,Ukrainewillresist,hashtag,2
2022-03-23,Россия,hashtag,2
2022-03-22,Z Unwillingly Survival,hashtag,2
2022-03-22,European,hashtag,2
2022-03-22,Europeanhumanitarianforum,hashtag,2
2022-03-23,Eve,hashtag,2
2022-03-22,Explained,hashtag,2
2022-03-23,Expodubai,hashtag,2
2022-03-23,Usa,hashtag,2
2022-03-23,Youtube,hashtag,2
2022-03-22,Urcs,hashtag,2
2022-03-22,Unitedstates,hashtag,2
2022-03-23,United Left,hashtag,2
2022-03-22,Unilever,hashtag,2
2022-03-23,Uncletees,hashtag,2
2022-03-22,Ukranians,hashtag,2
2022-03-22,Firstaid,hashtag,2
2022-03-22,Fjb,hashtag,2
2022-03-23,Fjb,hashtag,2
2022-03-22,Ukrainianswillresist,hashtag,2
2022-03-22,Противійни,hashtag,2
2022-03-22,Fly,hashtag,2
2022-03-22,Isis,hashtag,2
2022-03-22,Kaia,hashtag,2
2022-03-23,Israel,hashtag,2
2022-03-22,Putinspuppet,hashtag,2
2022-03-22,Retroville,hashtag,2
2022-03-22,Resistence,hashtag,2
2022-03-23,Nftartists,hashtag,2
2022-03-22,Nftcollector,hashtag,2
2022-03-23,Redskin,hashtag,2
2022-03-23,Rebel Island,hashtag,2
2022-03-22,Rae Won,hashtag,2
2022-03-22,Nftgiveaway,hashtag,2
2022-03-23,Racism,hashtag,2
2022-03-22,Nftgiveaways,hashtag,2
2022-03-23,Nftlaunch,hashtag,2
2022-03-22,R4today,hashtag,2
2022-03-23,R,hashtag,2
2022-03-22,Pytorch,hashtag,2
2022-03-22,Python,hashtag,2
2022-03-22,Putler,hashtag,2
2022-03-22,No war,hashtag,2
2022-03-22,Noafd,hashtag,2
2022-03-22,nv,hashtag,2
2022-03-22,observance,hashtag,2
2022-03-23,Putinswarcrimes,hashtag,2
2022-03-23,Reuters,hashtag,2
2022-03-22,Roma,hashtag,2
2022-03-22,Romania,hashtag,2
2022-03-22,mid,hashtag,2
2022-03-22,Munjali,hashtag,2
2022-03-22,infographic,hashtag,2
2022-03-22,Russianarmedforces,hashtag,2
2022-03-22,Russianaggression,hashtag,2
2022-03-23,Russian invasion,hashtag,2
2022-03-22,Mykolayiv,hashtag,2
2022-03-23,Russian aggression,hashtag,2
2022-03-22,lateral thinking,hashtag,2
2022-03-22,the roll call,hashtag,2
2022-03-22,Russialinked,hashtag,2
2022-03-23,Newyorker,hashtag,2
2022-03-22,Nazi,hashtag,2
2022-03-22,Russiakills,hashtag,2
2022-03-22,Russiaisaterroriststate,hashtag,2
2022-03-22,Russiaairforce,hashtag,2
2022-03-22,RussiaUkraine,hashtag,2
2022-03-22,Netherlands,hashtag,2
2022-03-23,stoprussia,hashtag,2
2022-03-23,News,hashtag,2
2022-03-22,news,hashtag,2
2022-03-22,peace,hashtag,2
2022-03-22,Putinsparrots,hashtag,2
2022-03-22,Suicide,hashtag,2
2022-03-23,Putinpsychopath,hashtag,2
2022-03-22,Postcrossing,hashtag,2
2022-03-22,Positivevibes,hashtag,2
2022-03-22,Onev1,hashtag,2
2022-03-23,Oott,hashtag,2
2022-03-23,Poltava,hashtag,2
2022-03-23,Opensea,hashtag,2
2022-03-22,Planesforukraine,hashtag,2
2022-03-22,Opposition to war нет_войне,hashtag,2
2022-03-23,Petroruble,hashtag,2
2022-03-22,Peaceforukraine,hashtag,2
2022-03-22,refugees,hashtag,2
2022-03-23,Peace,hashtag,2
2022-03-22,Opticalcharacterrecognition,hashtag,2
2022-03-22,Partners,hashtag,2
2022-03-22,Park Hye-rim,hashtag,2
2022-03-22,Otd,hashtag,2
2022-03-23,Ourladyoffatima,hashtag,2
2022-03-22,Out of the classroom,hashtag,2
2022-03-22,P2p,hashtag,2
2022-03-22,Paperback,hashtag,2
2022-03-22,Painful,hashtag,2
2022-03-22,Poutinakia,hashtag,2
2022-03-23,Oligarchs,hashtag,2
2022-03-22,Oligarchs,hashtag,2
2022-03-22,Ocr,hashtag,2
2022-03-22,Putinmustfail,hashtag,2
2022-03-22,stop war,hashtag,2
2022-03-22,prisoners,hashtag,2
2022-03-23,Nowarinukraine,hashtag,2
2022-03-23,Putinim War,hashtag,2
2022-03-23,Putinhitler,hashtag,2
2022-03-22,stop putin,hashtag,2
2022-03-23,Putinaggressor,hashtag,2
2022-03-23,Putin's war,hashtag,2
2022-03-22,Putin's,hashtag,2
2022-03-22,Prayforukraine,hashtag,2
2022-03-23,Odesa,hashtag,2
2022-03-23,Putin war,hashtag,2
2022-03-22,Pulloutofrussia,hashtag,2
2022-03-22,Protectuаsky,hashtag,2
2022-03-22,Propaganda,hashtag,2
2022-03-22,President,hashtag,2
2022-03-23,Prayforukraine,hashtag,2
2022-03-23,Olafscholz,hashtag,2
2022-03-23,Olegsentsov,hashtag,2
2022-03-22,Munawarfarooqui,hashtag,2
2022-03-22,Russianatrocities,hashtag,2
2022-03-22,household,hashtag,2
2022-03-23,Russianukrainianwar,hashtag,2
2022-03-23,warrussiaukraine,hashtag,2
2022-03-22,dad,hashtag,2
2022-03-22,Kharkov,hashtag,2
2022-03-22,war criminal,hashtag,2
2022-03-23,Kherson,hashtag,2
2022-03-23,Stopaggressorputin,hashtag,2
2022-03-22,Killed,hashtag,2
2022-03-22,Koch,hashtag,2
2022-03-22,Kochgenocide,hashtag,2
2022-03-22,Kochindustries,hashtag,2
2022-03-22,Stop the war,hashtag,2
2022-03-22,Stockmarketindia,hashtag,2
2022-03-23,Stanworld,hashtag,2
2022-03-22,Solzhenitsyn,hashtag,2
2022-03-22,ukraineunder attack,hashtag,2
2022-03-22,Solidarityukraine,hashtag,2
2022-03-22,Solidarity,hashtag,2
2022-03-22,Smart y,hashtag,2
2022-03-22,Smart news,hashtag,2
2022-03-23,Slovakia,hashtag,2
2022-03-22,Lebanon,hashtag,2
2022-03-22,Kfcris,hashtag,2
2022-03-22,Kdppe,hashtag,2
2022-03-22,Karma,hashtag,2
2022-03-23,Joebiden,hashtag,2
2022-03-22,Istanbul,hashtag,2
2022-03-23,Istandwithukriane,hashtag,2
2022-03-22,It,hashtag,2
2022-03-22,Italian,hashtag,2
2022-03-22,Straight,hashtag,2
2022-03-23,Japan,hashtag,2
2022-03-22,afgraphics,hashtag,2
2022-03-22,Job,hashtag,2
2022-03-22,Joebiden,hashtag,2
2022-03-22,Johnsonout,hashtag,2
2022-03-22,Kanji,hashtag,2
2022-03-22,baikove,hashtag,2
2022-03-22,Stoprussianow,hashtag,2
2022-03-23,Johnsonout58,hashtag,2
2022-03-23,Stoprussianagression,hashtag,2
2022-03-22,Jonathan,hashtag,2
2022-03-22,Jonine,hashtag,2
2022-03-22,Justice,hashtag,2
2022-03-22,commodity embargo,hashtag,2
2022-03-23,Panda,hashtag,2
2022-03-22,Leek,hashtag,2
2022-03-22,Left,hashtag,2
2022-03-22,futsal,hashtag,2
2022-03-22,Meta,hashtag,2
2022-03-22,ufc,hashtag,2
2022-03-22,Senate,hashtag,2
2022-03-22,Matheusramires,hashtag,2
2022-03-22,McKinsey,hashtag,2
2022-03-22,Mckinseygate,hashtag,2
2022-03-23,Saynotobarbarism,hashtag,2
2022-03-22,gop,hashtag,2
2022-03-23,Saveukrainianchildren,hashtag,2
2022-03-23,Saveukraine,hashtag,2
2022-03-22,Metal,hashtag,2
2022-03-22,March 20,hashtag,2
2022-03-22,Mexico,hashtag,2
2022-03-22,Sanctionrussia,hashtag,2
2022-03-22,Million,hashtag,2
2022-03-23,S3199,hashtag,2
2022-03-23,Missile,hashtag,2
2022-03-22,thebase,hashtag,2
2022-03-22,Russiaukrainecrisis,hashtag,2
2022-03-23,Russiaswarcrimeinukraine,hashtag,2
2022-03-22,high school student,hashtag,2
2022-03-22,ukrainerussia,hashtag,2
2022-03-22,Maps,hashtag,2
2022-03-22,Les,hashtag,2
2022-03-22,Sigonella,hashtag,2
2022-03-23,gas deliveries,hashtag,2
2022-03-22,Lessons,hashtag,2
2022-03-22,Libya,hashtag,2
2022-03-22,Skymtp,hashtag,2
2022-03-23,Llamaswithhats,hashtag,2
2022-03-23,Loac,hashtag,2
2022-03-22,Skills,hashtag,2
2022-03-22,Lomachenko,hashtag,2
2022-03-22,London,hashtag,2
2022-03-22,Signed,hashtag,2
2022-03-22,Sendherback,hashtag,2
2022-03-23,Love,hashtag,2
2022-03-23,Shoigu,hashtag,2
2022-03-22,Shoigu,hashtag,2
2022-03-23,Shevchenko,hashtag,2
2022-03-22,Lpr,hashtag,2
2022-03-22,Sergeiloznitsa,hashtag,2
2022-03-23,Seoyeaji,hashtag,2
2022-03-22,Lvov,hashtag,2
2022-03-22,Machinelearning,hashtag,2
2022-03-23,Defenseexpress,hashtag,2
2022-03-23,트레저,hashtag,2
2022-03-22,Azovbattalion,hashtag,2
2022-03-23,Against war,hashtag,2
2022-03-22,Crudeoil,hashtag,2
2022-03-22,Construction,hashtag,2
2022-03-23,Canada,hashtag,2
2022-03-23,Crypto,hashtag,2
2022-03-23,Codeforces,hashtag,2
2022-03-22,Berdyansk,hashtag,2
2022-03-22,Azof,hashtag,2
2022-03-22,Agenda,hashtag,2
2022-03-22,Bayc,hashtag,2
2022-03-22,Bigdata,hashtag,2
2022-03-22,Buymynft,hashtag,2
2022-03-22,Daily,hashtag,2
2022-03-22,Courageousenergodar,hashtag,2
2022-03-23,Brics,hashtag,2
2022-03-23,Consequence Ukraine War,hashtag,2
2022-03-22,8217,hashtag,2
2022-03-23,2022mar23coup,hashtag,2
2022-03-22,21mar,hashtag,2
2022-03-22,Anjaliarora,hashtag,2
2022-03-22,Abc,hashtag,2
2022-03-22,Baerbock,hashtag,2
2022-03-22,Alliance,hashtag,2
2022-03-23,Btc,hashtag,2
2022-03-22,Change,hashtag,2
2022-03-22,Bestofteen,hashtag,2
2022-03-23,African,hashtag,2
2022-03-22,Best of teen,hashtag,2
2022-03-22,Coronavirus,hashtag,2
2022-03-22,Article,hashtag,2
2022-03-22,Africansinukraine,hashtag,2
2022-03-22,A sip of information,hashtag,2
2022-03-22,Allies,hashtag,2
2022-03-23,Brussels,hashtag,2
2022-03-22,Apt,hashtag,2
2022-03-23,Cia,hashtag,2
2022-03-23,Afp,hashtag,2
2022-03-23,Cuba,hashtag,2
2022-03-23,Crybabies,hashtag,2
2022-03-22,Asylum,hashtag,2
2022-03-23,500daysoftigraygenocide,hashtag,2
2022-03-22,Bloodshed,hashtag,2
2022-03-22,America,hashtag,2
2022-03-22,Bandera,hashtag,2
2022-03-22,Adolfputin,hashtag,2
2022-03-23,Cryptocurrency,hashtag,2
2022-03-23,Attali,hashtag,2
2022-03-22,Boycott,hashtag,2
2022-03-22,Chivalryperth,hashtag,2
2022-03-23,Buildingghanatogether,hashtag,2
2022-03-22,Airdrop,hashtag,2
2022-03-22,Charity,hashtag,2
2022-03-23,Brexit,hashtag,2
2022-03-23,4ir,hashtag,2
2022-03-22,Australiasummit,hashtag,2
2022-03-22,Chelsea,hashtag,2
2022-03-23,Berlin,hashtag,2
2022-03-22,Airbnb,hashtag,2
2022-03-22,Ai,hashtag,2
2022-03-22,Bailreform,hashtag,2
2022-03-22,Collaborators,hashtag,2
2022-03-22,Belgorod,hashtag,2
2022-03-22,Crime,hashtag,2
2022-03-22,Berlusconi,hashtag,2
2022-03-23,Agroruble,hashtag,2
2022-03-22,Breakingnews,hashtag,2
2022-03-23,China,hashtag,2
2022-03-22,Cryptocurrencies,hashtag,2
2022-03-22,Antichrist,hashtag,2
2022-03-23,Chinese,hashtag,2
2022-03-23,Breakingnews,hashtag,2
2022-03-23,Baphomet,hashtag,2
2022-03-22,Religion,hashtag,1
2022-03-22,Removeputin,hashtag,1
2022-03-22,Rememberiraq,hashtag,1
2022-03-22,Regime,hashtag,1
2022-03-23,Renaultgroup,hashtag,1
2022-03-22,Reidoutblog,hashtag,1
2022-03-22,Registerdemocrats,hashtag,1
2022-03-22,Renzifaischifo2022,hashtag,1
2022-03-22,Renzi,hashtag,1
2022-03-23,Removeputin,hashtag,1
2022-03-23,Renault,hashtag,1
2022-03-22,Renzifaischifo,hashtag,1
2022-03-22,Religion diplomatic peace,hashtag,1
2022-03-22,Religiousfreedom,hashtag,1
2022-03-22,Damorants,hashtag,1
2022-03-23,Reparations,hashtag,1
2022-03-22,Romantschenko,hashtag,1
2022-03-22,Rockets,hashtag,1
2022-03-22,Rockfeller,hashtag,1
2022-03-23,Rohingya,hashtag,1
2022-03-22,Rohitsharma,hashtag,1
2022-03-22,Bellingcat,hashtag,1
2022-03-22,Romanchenko,hashtag,1
2022-03-23,Romania,hashtag,1
2022-03-22,Bellemariano,hashtag,1
2022-03-22,Ripple,hashtag,1
2022-03-22,Ronjohnson,hashtag,1
2022-03-22,Rooms,hashtag,1
2022-03-22,Rosh,hashtag,1
2022-03-22,Rothschild,hashtag,1
2022-03-22,Rothscihild,hashtag,1
2022-03-22,Roundtable,hashtag,1
2022-03-22,Roussel,hashtag,1
2022-03-22,Rivne,hashtag,1
2022-03-22,Rip,hashtag,1
2022-03-22,Repost,hashtag,1
2022-03-22,Refugeeswelcome,hashtag,1
2022-03-22,Republicexclusive,hashtag,1
2022-03-23,Request,hashtag,1
2022-03-22,Research,hashtag,1
2022-03-23,Resistance,hashtag,1
2022-03-22,Resistanceunited,hashtag,1
2022-03-23,Resistanceunited,hashtag,1
2022-03-23,Bennett,hashtag,1
2022-03-22,Response Force,hashtag,1
2022-03-23,Rightsideofhistory,hashtag,1
2022-03-22,Restaurants,hashtag,1
2022-03-23,Restorert,hashtag,1
2022-03-23,Retweet,hashtag,1
2022-03-22,Revengeporn,hashtag,1
2022-03-22,Revolution,hashtag,1
2022-03-22,Benefits scandal,hashtag,1
2022-03-22,Right-handed,hashtag,1
2022-03-23,Refused,hashtag,1
2022-03-22,Rape,hashtag,1
2022-03-22,Berlin,hashtag,1
2022-03-22,Binhim,hashtag,1
2022-03-22,Protectukraine,hashtag,1
2022-03-23,Protectuаsky,hashtag,1
2022-03-22,Protest Russia's invasion of Ukraine,hashtag,1
2022-03-23,Proud,hashtag,1
2022-03-23,Psychopath,hashtag,1
2022-03-23,Psychosocial,hashtag,1
2022-03-22,Bio,hashtag,1
2022-03-22,Puremichigan,hashtag,1
2022-03-22,Putin war,hashtag,1
2022-03-22,Redvelvet,hashtag,1
2022-03-23,Binance,hashtag,1
2022-03-22,Putin's sponsor,hashtag,1
2022-03-23,Bigtech,hashtag,1
2022-03-22,Putin_in_hague,hashtag,1
2022-03-22,Bielorrusia,hashtag,1
2022-03-23,Putinisanazi,hashtag,1
2022-03-22,Bidensbaghdadbob,hashtag,1
2022-03-22,Putinism,hashtag,1
2022-03-22,Promahonas,hashtag,1
2022-03-22,Projectukraine,hashtag,1
2022-03-23,Programminglife,hashtag,1
2022-03-23,Programmers,hashtag,1
2022-03-22,Potap,hashtag,1
2022-03-22,Potash,hashtag,1
2022-03-23,Potash,hashtag,1
2022-03-23,Bitcoin,hashtag,1
2022-03-23,Power,hashtag,1
2022-03-23,Prayforpeace,hashtag,1
2022-03-23,Birbhum,hashtag,1
2022-03-22,Praytogether,hashtag,1
2022-03-23,Prepaops,hashtag,1
2022-03-23,Present,hashtag,1
2022-03-23,President,hashtag,1
2022-03-22,Bioweapons,hashtag,1
2022-03-22,Pretty,hashtag,1
2022-03-22,Prime Minister,hashtag,1
2022-03-22,Printers,hashtag,1
2022-03-22,Printing,hashtag,1
2022-03-23,Programmer,hashtag,1
2022-03-23,Putinmurderousbutcher,hashtag,1
2022-03-22,Bidensamerica,hashtag,1
2022-03-23,Putinsgenocide,hashtag,1
2022-03-22,Rajah,hashtag,1
2022-03-22,Ralphlauren,hashtag,1
2022-03-22,Ramadan2022,hashtag,1
2022-03-22,Rambervillers,hashtag,1
2022-03-22,Ramstein,hashtag,1
2022-03-22,Royalnavy,hashtag,1
2022-03-22,Raqqah,hashtag,1
2022-03-23,Rarible,hashtag,1
2022-03-22,Rariblenft,hashtag,1
2022-03-23,Rcha,hashtag,1
2022-03-23,Reactors,hashtag,1
2022-03-23,Realitywinner,hashtag,1
2022-03-23,Berlin Help Ukraine,hashtag,1
2022-03-23,Redarmy,hashtag,1
2022-03-22,Redcrescent,hashtag,1
2022-03-23,Redcrescent,hashtag,1
2022-03-23,Redcross,hashtag,1
2022-03-22,Rednoseday2022,hashtag,1
2022-03-22,Rally_against,hashtag,1
2022-03-22,Rainforests,hashtag,1
2022-03-22,Putinsgop,hashtag,1
2022-03-22,Bertolini,hashtag,1
2022-03-22,Bidenisafailure,hashtag,1
2022-03-23,Bidenisadisgrace,hashtag,1
2022-03-23,Putinstorypuppets,hashtag,1
2022-03-23,Bidengashike,hashtag,1
2022-03-22,Putinswarcrimes,hashtag,1
2022-03-22,Bidencrimefamilly,hashtag,1
2022-03-23,Putinwarcriminal,hashtag,1
2022-03-22,Putsouthaficansfirst,hashtag,1
2022-03-22,Puttingamericalast,hashtag,1
2022-03-23,Putyourgasinyourass,hashtag,1
2022-03-22,Biafra,hashtag,1
2022-03-22,Pôleécolo,hashtag,1
2022-03-22,Bharatkibeti,hashtag,1
2022-03-22,Quad,hashtag,1
2022-03-22,Queen,hashtag,1
2022-03-22,Queretaro,hashtag,1
2022-03-22,Radicalized,hashtag,1
2022-03-22,Routers,hashtag,1
2022-03-22,Belgrade,hashtag,1
2022-03-22,Royalvisitbelize,hashtag,1
2022-03-23,Smartnews,hashtag,1
2022-03-22,Shibainu,hashtag,1
2022-03-22,Shiftyschiff,hashtag,1
2022-03-23,Shiningstar,hashtag,1
2022-03-22,Shitamericanssay,hashtag,1
2022-03-22,BLOGS,hashtag,1
2022-03-23,Azovbattalion,hashtag,1
2022-03-22,Shortage,hashtag,1
2022-03-22,Showa Retro,hashtag,1
2022-03-22,Signal,hashtag,1
2022-03-22,Sivakarthikeyan,hashtag,1
2022-03-22,Sk20,hashtag,1
2022-03-22,Sketch,hashtag,1
2022-03-22,Azovbatallion,hashtag,1
2022-03-23,Skuy,hashtag,1
2022-03-23,Skuyarmy,hashtag,1
2022-03-22,Azerbaijan,hashtag,1
2022-03-22,Slobodandespot,hashtag,1
2022-03-22,Slovenia,hashtag,1
2022-03-22,Slovenia4ukraine,hashtag,1
2022-03-23,Shevchenkivskyi,hashtag,1
2022-03-22,Sheep,hashtag,1
2022-03-22,Shazam,hashtag,1
2022-03-23,Security,hashtag,1
2022-03-22,Scomovirus,hashtag,1
2022-03-22,Scotpapers,hashtag,1
2022-03-22,Scotref,hashtag,1
2022-03-22,Scrapings,hashtag,1
2022-03-23,Balearic Islands,hashtag,1
2022-03-22,Searchforchange,hashtag,1
2022-03-22,Sec,hashtag,1
2022-03-22,Second World War,hashtag,1
2022-03-23,Sekuya,hashtag,1
2022-03-22,Shameonnestle,hashtag,1
2022-03-23,Sellingcontent,hashtag,1
2022-03-23,Senate,hashtag,1
2022-03-23,Sendthemhome,hashtag,1
2022-03-22,Seo,hashtag,1
2022-03-22,Badactor,hashtag,1
2022-03-22,Servant,hashtag,1
2022-03-22,Ses,hashtag,1
2022-03-22,Backboris,hashtag,1
2022-03-22,Axiosam,hashtag,1
2022-03-22,Smartwatch,hashtag,1
2022-03-23,Scientists,hashtag,1
2022-03-22,Smhrog,hashtag,1
2022-03-22,Spcapolakiaayoki,hashtag,1
2022-03-22,Spcintramurals2022,hashtag,1
2022-03-22,Spcmetanoia,hashtag,1
2022-03-22,Specialetgla7,hashtag,1
2022-03-22,Speculation,hashtag,1
2022-03-22,Sports,hashtag,1
2022-03-22,Spotify,hashtag,1
2022-03-22,Austria,hashtag,1
2022-03-22,Spsprays,hashtag,1
2022-03-22,Spsrocks,hashtag,1
2022-03-22,Spygate,hashtag,1
2022-03-23,Spyware,hashtag,1
2022-03-22,Sre,hashtag,1
2022-03-22,Stalin,hashtag,1
2022-03-22,Stalinization,hashtag,1
2022-03-22,Standtogether,hashtag,1
2022-03-23,Standtogether,hashtag,1
2022-03-22,Standwithhumanity,hashtag,1
2022-03-22,Standwithrussianpeaceprotests,hashtag,1
2022-03-23,Spain,hashtag,1
2022-03-22,Autocracy,hashtag,1
2022-03-23,Spaceprogram,hashtag,1
2022-03-23,Solananfts,hashtag,1
2022-03-22,Snoopncatfun,hashtag,1
2022-03-22,Socialist,hashtag,1
2022-03-22,Socialmedia,hashtag,1
2022-03-22,Sofia,hashtag,1
2022-03-22,Softonrussia,hashtag,1
2022-03-22,Sojeong,hashtag,1
2022-03-23,Solana,hashtag,1
2022-03-22,Solananfts,hashtag,1
2022-03-22,Awareness,hashtag,1
2022-03-22,Southsea,hashtag,1
2022-03-22,Avrupa,hashtag,1
2022-03-22,Somalia,hashtag,1
2022-03-23,Sompresentfeimfutur,hashtag,1
2022-03-22,Autocrat,hashtag,1
2022-03-22,Soros,hashtag,1
2022-03-23,Sos,hashtag,1
2022-03-22,Sosukrania,hashtag,1
2022-03-22,Southend,hashtag,1
2022-03-22,Scientology,hashtag,1
2022-03-22,Scientists,hashtag,1
2022-03-22,Rsc,hashtag,1
2022-03-22,Russianinvasionofukraine,hashtag,1
2022-03-22,Russiainukraine,hashtag,1
2022-03-22,Beijingbiden,hashtag,1
2022-03-23,Russiainvadesukraine,hashtag,1
2022-03-22,Russiaisaterrorist,hashtag,1
2022-03-22,Bees,hashtag,1
2022-03-22,Beautifulukraine,hashtag,1
2022-03-22,Bcfc,hashtag,1
2022-03-22,Russian Germans,hashtag,1
2022-03-23,Bbcpanorama,hashtag,1
2022-03-23,Russian embassy,hashtag,1
2022-03-22,Bbcnewscast,hashtag,1
2022-03-22,Bbcan10,hashtag,1
2022-03-22,Russianasset,hashtag,1
2022-03-23,Russianassettracker,hashtag,1
2022-03-22,Russianbot,hashtag,1
2022-03-22,Russiancombatoperations,hashtag,1
2022-03-23,Russianforces,hashtag,1
2022-03-23,Russiangas,hashtag,1
2022-03-22,Russianinvasion,hashtag,1
2022-03-22,Belarusian,hashtag,1
2022-03-23,Russiafail,hashtag,1
2022-03-23,Belarusian,hashtag,1
2022-03-23,Rusia,hashtag,1
2022-03-22,Rt,hashtag,1
2022-03-23,Rtlmorning,hashtag,1
2022-03-22,Belize,hashtag,1
2022-03-23,Rub,hashtag,1
2022-03-22,Rubiks,hashtag,1
2022-03-22,Rubizhne,hashtag,1
2022-03-23,Ruleoflaw,hashtag,1
2022-03-22,Running,hashtag,1
2022-03-22,Rusiaatacaucrania,hashtag,1
2022-03-22,Russia_ukraine,hashtag,1
2022-03-22,Rusiavsucrania,hashtag,1
2022-03-22,Rusland,hashtag,1
2022-03-23,Blackrock,hashtag,1
2022-03-22,Russia Embargo,hashtag,1
2022-03-23,Russia withdraw from Ukraine,hashtag,1
2022-03-22,Russia-Ukraine War,hashtag,1
2022-03-22,Russia_Ukraine,hashtag,1
2022-03-23,Russia_Ukraine,hashtag,1
2022-03-23,Russianinvasion,hashtag,1
2022-03-23,Russianoil,hashtag,1
2022-03-23,Scienceforukraine,hashtag,1
2022-03-22,Russianpatriotismus,hashtag,1
2022-03-23,Salvini,hashtag,1
2022-03-22,Bangladesh,hashtag,1
2022-03-22,Bangkok,hashtag,1
2022-03-23,Sanctionsmeansanctions,hashtag,1
2022-03-22,Sanctionsrussia,hashtag,1
2022-03-22,Banfoxfrombases,hashtag,1
2022-03-23,Sarkozy,hashtag,1
2022-03-22,Sasikala,hashtag,1
2022-03-23,Savemariupol,hashtag,1
2022-03-22,Savemasontn,hashtag,1
2022-03-22,Baltringues,hashtag,1
2022-03-22,Saveukrainianchildren,hashtag,1
2022-03-23,Baltics,hashtag,1
2022-03-23,Balls,hashtag,1
2022-03-22,Scammers,hashtag,1
2022-03-22,Scenarios,hashtag,1
2022-03-22,Ball,hashtag,1
2022-03-22,Schroeder,hashtag,1
2022-03-23,Balkenende,hashtag,1
2022-03-23,Sachhai,hashtag,1
2022-03-23,Sabcnews,hashtag,1
2022-03-22,Bangladeshi_news,hashtag,1
2022-03-22,Russianwarcrimesinukraine,hashtag,1
2022-03-22,Russianpropaganda,hashtag,1
2022-03-23,Bavaria,hashtag,1
2022-03-22,Russiansgohome,hashtag,1
2022-03-22,Russiantankertracker,hashtag,1
2022-03-22,Russiantroops,hashtag,1
2022-03-23,Russianukrainewar,hashtag,1
2022-03-22,Batteries,hashtag,1
2022-03-22,Barr,hashtag,1
2022-03-22,Russianwarinukraine,hashtag,1
2022-03-22,Ryabov,hashtag,1
2022-03-23,Russianwomenstopthewar,hashtag,1
2022-03-23,Russiaoutofukraine,hashtag,1
2022-03-22,Russiarussia,hashtag,1
2022-03-22,Barbrastreisand,hashtag,1
2022-03-22,Russiaucraina,hashtag,1
2022-03-23,Russiaukraineconflict,hashtag,1
2022-03-23,Banking,hashtag,1
2022-03-22,Rutte,hashtag,1
2022-03-22,Posttraumatic stressdisorder,hashtag,1
2022-03-22,Poetrycommunity,hashtag,1
2022-03-22,Positive,hashtag,1
2022-03-23,Nestle,hashtag,1
2022-03-23,Burisma,hashtag,1
2022-03-22,Nebenzya,hashtag,1
2022-03-22,Necessary,hashtag,1
2022-03-22,Need,hashtag,1
2022-03-22,Neo-Nazism,hashtag,1
2022-03-22,Neonazi,hashtag,1
2022-03-22,Nepotism,hashtag,1
2022-03-23,Bulgaria,hashtag,1
2022-03-23,Nestleboycott,hashtag,1
2022-03-23,Nbc,hashtag,1
2022-03-22,Nestlesponsoroftherussianterrorism,hashtag,1
2022-03-22,Nestlé,hashtag,1
2022-03-22,New,hashtag,1
2022-03-22,Newdelhi,hashtag,1
2022-03-23,Newdelhi,hashtag,1
2022-03-22,Newroz,hashtag,1
2022-03-22,Newroz2022,hashtag,1
2022-03-22,Newrozpirozbe,hashtag,1
